Tratamiento,CERRADO,05/02/2024,11913846,NOVOCAP S.A.,30-50510926/7,52886,PUENTE DEL INCA Nº : S/N,TRISTAN SUAREZ,EL BARRERO ECOLOGICO S.A.,30-71668807/7,153511,BAHIA BLANCA Nº : 1142,CIUDAD AUTONOMA DE BUENOS AIRES,INDUSTRIAS TRADEC S.R.L.,30-70723789/5,22207,EL TROPERO Nº : S/N Ruta: : 25 Km:: 11,DERQUI,Y2,20780
Tratamiento,CERRADO,13/02/2024,11914566,MINISTRO RIVADAVIA,33-99900148/9,30645,CARLOS MOLINA MASSEY Nº : 3212,LONGCHAMPS,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,4
Tratamiento,CERRADO,13/02/2024,11914567,MINISTRO RIVADAVIA,33-99900148/9,25844,MANUEL DE LAVARDEN Nº : 131,CLAYPOLE,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,2
Tratamiento,CERRADO,13/02/2024,11914568,RAFAEL CALZADA UNIDAD SANITAR.,33-70871302/9,32367,JUAN CARLOS COBIAN Nº : 215,LONGCHAMPS,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,2
Tratamiento,CERRADO,13/02/2024,11914569,MINISTRO RIVADAVIA,33-99900148/9,58960,VICTORINO DE LA PLAZA Nº : Y CASTILLO,GLEW,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,4
Tratamiento,CERRADO,13/02/2024,11914570,MINISTRO RIVADAVIA,33-99900148/9,59234,TORQUINST Nº : 750,LONGCHAMPS,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,4
Tratamiento,CERRADO,13/02/2024,11914571,MINISTRO RIVADAVIA,33-99900148/9,85417,YAPEYU Nº : 1255,LONGCHAMPS,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,8
Tratamiento,CERRADO,13/02/2024,11914572,MINISTRO RIVADAVIA,33-99900148/9,86179,ARAOZ DE LAMADRID Nº : 5911,SAN JOSE,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,2
Tratamiento,CERRADO,13/02/2024,11914573,INST.DE TRATAMIENTO ENDOLUMINA,30-70564332/2,13024,TERRADA Nº : 550,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,10
Tratamiento,CERRADO,13/02/2024,11914574,ICIME S.A,30-71186203/6,21901,CARABOBO Nº : 1125,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,90
Tratamiento,CERRADO,13/02/2024,11914576,ENRIQUE MARTIN ROSSI S.A.,30-58809246/8,381,ARENALES Nº : 2777,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,70
Tratamiento,CERRADO,13/02/2024,11914577,ENRIQUE MARTIN ROSSI S.A.,30-58809246/8,29336,ARENALES Nº : 2751,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,9
Tratamiento,CERRADO,13/02/2024,11914578,ENRIQUE MARTIN ROSSI S.A.,30-58809246/8,384,BLANCO ENCALADA Nº : 2557,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,70
Tratamiento,CERRADO,13/02/2024,11914579,ENRIQUE MARTIN ROSSI S.A.,30-58809246/8,380,SANCHEZ DE LORIA Nº : 117,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,260
Tratamiento,CERRADO,13/02/2024,11914580,IARAI SA,30-70874448/0,20681,PARAGUAY Nº : 2112,SAN JUSTO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,280
Tratamiento,CERRADO,13/02/2024,11914581,OSCHOCA,30-67788309/6,84646,AV.RIVADAVIA Nº : 4980,CIUDAD AUTONOMA DE BUENOS AIRES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,650
Tratamiento,CERRADO,13/02/2024,11914582,HOST SERVICIOS S.R.L,33-71200596/9,34299,SANTA JUANA DE ARCO Nº : 3972,CIUDADELA,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,15
Tratamiento,CERRADO,13/02/2024,11914583,ZONA OESTE SALUD,30-71036187/4,14193,AV. DE MAYO                                   Nº : 940,RAMOS MEJIA,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,300
Tratamiento,CERRADO,13/02/2024,11914584,HOSPITAL MARIANO MORENO,30-70764277/3,13271,URUGUAY                                       Nº : 146,MORENO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,240
Tratamiento,CERRADO,13/02/2024,11914585,SANATORIO ESTRADA S.A,30-71750609/6,112749,ESTRADA Nº : 81,MERLO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,42
Tratamiento,CERRADO,13/02/2024,11914586,ASOC.MUTUAL TRANSPORTE AUTOMOT,30-52317976/0,10361,SANTA JUANA DE ARCO  Nº : 3545,CIUDADELA,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,150
Tratamiento,CERRADO,13/02/2024,11914587,YECAR S.A.,30-66165482/8,11896,FIGUEROA ALCORTA Nº : 2662,SAN JUSTO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,86
Tratamiento,CERRADO,13/02/2024,11914588,CLINICA NOGUERA S.A.,30-68305464/6,18201,NOGUERA Nº : 65,SAN ANTONIO DE PADUA,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,180
Tratamiento,CERRADO,13/02/2024,11914589,MEDICINA CATAN SOCIEDAD ANONIMA,30-70775826/7,21853,LARRE Nº : 250,GONZALEZ CATAN,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,246
Tratamiento,CERRADO,13/02/2024,11914590,PRESTACIONES MEDICAS SAN JUAN BAUTISTA S.A,30-71494597/8,35990,EVA PERON Nº : 4855,LIBERTAD,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,120
Tratamiento,CERRADO,13/02/2024,11914591,MINISTERIO DE SALUD PCIA DE BS AS,30-62698339/8,74572,LAVALLE Nº : 1084,JUNIN,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,335
Tratamiento,CERRADO,13/02/2024,11914592,UNIDAD CLINICA Y CIRUJIA AMBULATORIA S.A.,30-71108682/6,35362,GENERAL PAZ  Nº : 227,JUNIN,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,11
Tratamiento,CERRADO,13/02/2024,11914593,PAVIRA SERVICIOS SRL,30-71658402/6,73225,CALLE 8 Nº : 1018,VEINTICINCO DE MAYO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,77
Tratamiento,CERRADO,13/02/2024,11914594,LA PEQUEÑA FAMILIA S.A.,30-64901901/7,84693,ALBERDI Ruta: : 188 Km:: SN,JUNIN,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,670
Tratamiento,CERRADO,13/02/2024,11914595,ACHILLI MARCELO ADRIAN,20-21503238/9,87171,JULIO ARGENTINO ROCA Nº : 2892,SALADILLO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,51
Tratamiento,CERRADO,13/02/2024,11914596,MINISTERIO DE SALUD PCIA DE BS AS,30-62698339/8,22360,ALFREDO PRAT Nº : 521,AZUL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,205
Tratamiento,CERRADO,12/02/2024,11914602,IBTA S.A.,30-56184471/9,10796,RIVADAVIA                                     Nº : 183,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,20
Tratamiento,CERRADO,12/02/2024,11914603,DESPERES FERNANDO JAVIER,20-16109332/8,2467,FALUCHO                                       Nº : 154,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914604,PECKER CRISTIAN,20-14214584/8,2246,JUAN ELICAGARAY                               Nº : 427,ADOLFO GONZALES CHAVES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914605,RESTIVO LIDIA,27-12536988/5,7154,B. MITRE                                      Nº : 23,ADOLFO GONZALES CHAVES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914607,ILLESCAS MARIA C.,30-68808932/4,12499,SANTAGADA                                     Nº : 669,CORONEL DORREGO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,10
Tratamiento,CERRADO,12/02/2024,11914608,AGGIO SUSANA E.,23-16148447/4,5304,PEREYRA                                       Nº : 966,LAPRIDA,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914609,DIEZ GRACIELA ELIZABETH,27-13981916/6,7585,GOMILA                                        Nº : 60,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914610,POGGI LAURA INES,27-20827244/1,8789,AV.PEDRO PEREYRA                              Nº : 1786,LAPRIDA,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914611,APARICIO NELLY BEATRIZ,27-11812514/8,6937,9 DE JULIO Y P. CARRERA                       Nº : 0,SAN CAYETANO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,20
Tratamiento,CERRADO,12/02/2024,11914612,MUSCAR FRANCISCO JOSE,20-14878839/2,2405,SAN MARTIN                                    Nº : 474,GENERAL LAMADRID,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,10
Tratamiento,CERRADO,12/02/2024,11914613,DE NARDI NORBERTO,20-07597052/9,1062,MITRE                                         Nº : 647,GENERAL LAMADRID,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914614,ODORISIO EUGENIA BEATRIZ,27-27039887/7,21725,DR. ZABALA Nº : 497,MONTE HERMOSO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914615,BIOQUIMICOS DE SAN CAYETANO S.A.,30-71437859/3,31273,25 DE MAYO Nº : 108,SAN CAYETANO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,15
Tratamiento,CERRADO,12/02/2024,11914616,MAIZ MARIANA,27-29163393/0,31326,ALMIRANTE BROWN Nº : 473,ADOLFO GONZALES CHAVES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,10
Tratamiento,CERRADO,12/02/2024,11914617,RODRIGUEZ MARIA ANDREA,27-16586537/0,59106,FARO RECALADA Nº : 172,MONTE HERMOSO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914618,LAHORE JOSEFINA,27-33524429/5,85703,AV. PEDRO PEREYRA Nº : 829,LAPRIDA,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,4
Tratamiento,CERRADO,12/02/2024,11914619,URBAN NATALIA VERONICA,27-22505479/2,113309,Dorrego Nº : 235,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,10
Tratamiento,CERRADO,12/02/2024,11914620,MANEIRO CAROLINA,27-28663785/5,123868,AV. SANTAGADA Nº : 1197,CORONEL DORREGO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,10
Tratamiento,CERRADO,12/02/2024,11914621,PEREZ GUSTAVO MIGUEL,20-18550382/9,2994,BELGRANO                                      Nº : 625,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914622,CERVINI MARIA SUSANA,27-11599113/8,6858,MAIPU Y CHACABUCO                             Nº : 401,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914623,SANTIRSO MARIA ROSANA,23-14174453/4,5248,PRIMERA JUNTA                                 Nº : 45,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914624,PEREZ MARIA ALEJANDRA,27-17423065/5,8215,AV. ROCA                                      Nº : 855,CORONEL DORREGO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914626,DAMBROSIO MARIA INES,27-18085003/7,8419,DERQUI                                        Nº : 452,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914627,DI ROCCO MARIA CECILIA,27-20044576/2,8615,MORENO                                        Nº : 953,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914629,PODESTA MARIANA,27-20044227/5,8614,BETOLAZA                                      Nº : 114,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914631,LAMBERTA JORGE MIGUEL,23-23303383/9,5548,BELGRANO                                      Nº : 301,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914632,ELIA MARIA ISABEL,27-11170978/0,6706,MITRE Y PELLEGRINI                            Nº : 0,LAPRIDA,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914634,VIZCAY CLAUDIA ROSA MARIA,30-69588204/8,12835,JULIO A.ROCA                                  Nº : 511,CORONEL DORREGO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914635,RUIZ ANA MARIA,30-69587034/1,12833,SANTAMARINA                                   Nº : 530,ORIENTE,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914638,PUCCINELLI ANA - TRES ARROYOS,30-66749132/7,12074,SAN MARTIN                                    Nº : 733,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914640,LARA MARIA LUJAN,30-52542787/7,89873,25 DE MAYO Nº : 198,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914641,CERVINI SANDRA MONICA,23-14770551/4,5280,COLON                                         Nº : 200,TRES ARROYOS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914644,FERRERO ANDREA,30-69590034/8,12838,PEDRO DE MENDOZA                              Nº : 224,MONTE HERMOSO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914649,FERRARO JUAN DARIO,30-56134261/6,10791,ELICAGARAY                                    Nº : 370,ADOLFO GONZALES CHAVES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914650,FOSSATI MARIA RAQUEL,27-13651033/4,7494,AV. SAN MARTIN                                Nº : 465,ADOLFO GONZALES CHAVES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914651,PASTEUR-DE FRANCESCO CARLOS A.,20-05383576/8,941,BME. MITRE Y SAN MARTIN                       Nº : 0,ADOLFO GONZALES CHAVES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914652,HERNANDEZ LISANDRO DAVID,33-70789229/9,15221,JUAN ELICAGARAY                               Nº : 318,ADOLFO GONZALES CHAVES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914653,LERDA,30-71044261/0,14220,JOSEFINA PACHECO                              Nº : 176,ORENSE,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914654,CARAFFINI JORGE EDUARDO,20-23468279/3,3585,GRAL. PAZ                                     Nº : 468,ADOLFO GONZALES CHAVES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914655,VIZCAY PATRICIA,30-70709504/7,85527,AV. RICARDO FUERTES Nº : 520,CORONEL DORREGO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914656,FARMACIA DE LA COSTA SCS,30-66423179/0,35884,AV ARGENTINA Nº : 50,MONTE HERMOSO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914657,FCIA LAS DUNAS,30-70817559/1,36123,FARO RECALADA Nº : 1060,MONTE HERMOSO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
